query_id,query_text,length_tier,target_page,day,date,cited,query_rewrite,query_rewrite_text,correct_page_retrieved,wrong_page_retrieved,gis_noise_count,thatware_rank,hashmeta_rank,notes
extract_2_4,extractability measurement,2-4,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_2_5,extractability score,2-4,/extractability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
extract_6_1,what is extractability in AI search,6-8,/extractability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
extract_6_2,content extractability in GEO Stack optimisation,6-8,/extractability/,1,2026-05-19,0,NA,NA,0,/geo-stack/,0,0,0,
extract_6_3,passage extractability for AI search citation,6-8,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_6_4,extractability measurement for AI search engines,6-8,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_6_5,extractability score for AI search content,6-8,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_10_1,how does extractability affect citation rate in Perplexity AI search,10-12,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_10_2,how do you measure content extractability for generative engine optimisation,10-12,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_10_3,what makes a passage extractable enough to be cited by AI,10-12,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_10_4,how do you measure extractability of content for AI search engines,10-12,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
extract_10_5,how is an extractability score calculated for AI search content optimisation,10-12,/extractability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_2_1,retrieval probability GEO,2-4,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,1,0,0,
retprob_2_2,retrieval probability AI,2-4,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_2_3,retrieval probability measure,2-4,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_2_4,retrieval probability factors,2-4,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_2_5,retrieval probability optimisation,2-4,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_6_1,retrieval probability in GEO Stack model,6-8,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,1,0,0,
retprob_6_2,retrieval probability for AI search citation,6-8,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_6_3,measuring retrieval probability for AI content,6-8,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_6_4,retrieval probability factors for AI search content,6-8,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_6_5,retrieval probability optimisation for AI search,6-8,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_10_1,what is retrieval probability and how does it affect AI citation,10-12,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_10_2,how does retrieval probability work for AI search citation outcomes,10-12,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_10_3,how do you measure retrieval probability for content in AI search,10-12,/retrieval-probability/,1,2026-05-19,1,NA,NA,1,,0,0,0,
retprob_10_4,what factors influence retrieval probability for AI search citation rates,10-12,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
retprob_10_5,how do you optimise retrieval probability for AI search citation rates,10-12,/retrieval-probability/,1,2026-05-19,0,NA,NA,0,,0,0,0,
geostack_2_1,GEO Stack framework,2-4,/geo-stack/,2,2026-05-20,1,NA,NA,1,,0,5,0,
geostack_2_2,GEO Stack layers,2-4,/geo-stack/,2,2026-05-20,1,NA,NA,1,,2,0,0,
geostack_2_3,GEO Stack model,2-4,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,0,0,
geostack_2_4,GEO Stack approach,2-4,/geo-stack/,2,2026-05-20,1,NA,NA,1,,1,0,0,
geostack_2_5,GEO Stack methodology,2-4,/geo-stack/,2,2026-05-20,0,NA,NA,0,,1,0,0,
geostack_6_1,what is the GEO Stack framework,6-8,/geo-stack/,2,2026-05-20,1,NA,NA,1,,0,7,0,
geostack_6_2,what are the GEO Stack layers,6-8,/geo-stack/,2,2026-05-20,1,NA,NA,1,,1,0,0,
geostack_6_3,the GEO Stack model for AI search,6-8,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,7,0,
geostack_6_4,GEO Stack approach to AI optimisation,6-8,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,0,0,
geostack_6_5,GEO Stack methodology for citation measurement,6-8,/geo-stack/,2,2026-05-20,0,NA,NA,0,/geo-brand-citation-index/,0,0,0,
geostack_10_1,how does the GEO Stack framework structure AI search optimisation,10-12,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,0,0,
geostack_10_2,how do the five GEO Stack layers work together for citation,10-12,/geo-stack/,2,2026-05-20,1,NA,NA,1,,1,0,0,
geostack_10_3,how does the GEO Stack model differ from traditional SEO frameworks,10-12,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,0,0,
geostack_10_4,what is the GEO Stack approach to optimising for AI citation,10-12,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,8,0,
geostack_10_5,how does the GEO Stack methodology measure AI citation rates systematically,10-12,/geo-stack/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_2_1,extractability AI search,2-4,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_2_2,content extractability GEO,2-4,/extractability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
extract_2_3,passage extractability,2-4,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_2_4,extractability measurement,2-4,/extractability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
extract_2_5,extractability score,2-4,/extractability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
extract_6_1,what is extractability in AI search,6-8,/extractability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
extract_6_2,content extractability in GEO Stack optimisation,6-8,/extractability/,2,2026-05-20,0,NA,NA,0,/geo-stack/,0,8,0,
extract_6_3,passage extractability for AI search citation,6-8,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_6_4,extractability measurement for AI search engines,6-8,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_6_5,extractability score for AI search content,6-8,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_10_1,how does extractability affect citation rate in Perplexity AI search,10-12,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_10_2,how do you measure content extractability for generative engine optimisation,10-12,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_10_3,what makes a passage extractable enough to be cited by AI,10-12,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_10_4,how do you measure extractability of content for AI search engines,10-12,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
extract_10_5,how is an extractability score calculated for AI search content optimisation,10-12,/extractability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_2_1,retrieval probability GEO,2-4,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,1,0,0,
retprob_2_2,retrieval probability AI,2-4,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_2_3,retrieval probability measure,2-4,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_2_4,retrieval probability factors,2-4,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_2_5,retrieval probability optimisation,2-4,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_6_1,retrieval probability in GEO Stack model,6-8,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,1,0,0,
retprob_6_2,retrieval probability for AI search citation,6-8,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_6_3,measuring retrieval probability for AI content,6-8,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_6_4,retrieval probability factors for AI search content,6-8,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_6_5,retrieval probability optimisation for AI search,6-8,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_10_1,what is retrieval probability and how does it affect AI citation,10-12,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_10_2,how does retrieval probability work for AI search citation outcomes,10-12,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_10_3,how do you measure retrieval probability for content in AI search,10-12,/retrieval-probability/,2,2026-05-20,1,NA,NA,1,,0,0,0,
retprob_10_4,what factors influence retrieval probability for AI search citation rates,10-12,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
retprob_10_5,how do you optimise retrieval probability for AI search citation rates,10-12,/retrieval-probability/,2,2026-05-20,0,NA,NA,0,,0,0,0,
geostack_2_1,GEO Stack framework,2-4,/geo-stack/,3,2026-05-21,1,NA,NA,1,,0,5,0,
geostack_2_2,GEO Stack layers,2-4,/geo-stack/,3,2026-05-21,1,NA,NA,1,,2,0,0,
geostack_2_3,GEO Stack model,2-4,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_2_4,GEO Stack approach,2-4,/geo-stack/,3,2026-05-21,0,NA,NA,0,,1,0,0,
geostack_2_5,GEO Stack methodology,2-4,/geo-stack/,3,2026-05-21,0,NA,NA,0,,1,0,0,
geostack_6_1,what is the GEO Stack framework,6-8,/geo-stack/,3,2026-05-21,1,NA,NA,1,,0,5,0,
geostack_6_2,what are the GEO Stack layers,6-8,/geo-stack/,3,2026-05-21,1,NA,NA,1,,1,0,0,
geostack_6_3,the GEO Stack model for AI search,6-8,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,7,0,
geostack_6_4,GEO Stack approach to AI optimisation,6-8,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_6_5,GEO Stack methodology for citation measurement,6-8,/geo-stack/,3,2026-05-21,0,NA,NA,0,,1,0,0,
geostack_10_1,how does the GEO Stack framework structure AI search optimisation,10-12,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_10_2,how do the five GEO Stack layers work together for citation,10-12,/geo-stack/,3,2026-05-21,1,NA,NA,1,,0,0,0,
geostack_10_3,how does the GEO Stack model differ from traditional SEO frameworks,10-12,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_10_4,what is the GEO Stack approach to optimising for AI citation,10-12,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_10_5,how does the GEO Stack methodology measure AI citation rates systematically,10-12,/geo-stack/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_2_1,extractability AI search,2-4,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_2_2,content extractability GEO,2-4,/extractability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
extract_2_3,passage extractability,2-4,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_2_4,extractability measurement,2-4,/extractability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
extract_2_5,extractability score,2-4,/extractability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
extract_6_1,what is extractability in AI search,6-8,/extractability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
extract_6_2,content extractability in GEO Stack optimisation,6-8,/extractability/,3,2026-05-21,0,NA,NA,0,/geo-stack/,0,0,0,
extract_6_3,passage extractability for AI search citation,6-8,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_6_4,extractability measurement for AI search engines,6-8,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_6_5,extractability score for AI search content,6-8,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_10_1,how does extractability affect citation rate in Perplexity AI search,10-12,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_10_2,how do you measure content extractability for generative engine optimisation,10-12,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_10_3,what makes a passage extractable enough to be cited by AI,10-12,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_10_4,how do you measure extractability of content for AI search engines,10-12,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
extract_10_5,how is an extractability score calculated for AI search content optimisation,10-12,/extractability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_2_1,retrieval probability GEO,2-4,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,1,0,0,
retprob_2_2,retrieval probability AI,2-4,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
retprob_2_3,retrieval probability measure,2-4,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_2_4,retrieval probability factors,2-4,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
retprob_2_5,retrieval probability optimisation,2-4,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
retprob_6_1,retrieval probability in GEO Stack model,6-8,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,/geo-stack/,0,0,0,
retprob_6_2,retrieval probability for AI search citation,6-8,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_6_3,measuring retrieval probability for AI content,6-8,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
retprob_6_4,retrieval probability factors for AI search content,6-8,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_6_5,retrieval probability optimisation for AI search,6-8,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_10_1,what is retrieval probability and how does it affect AI citation,10-12,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_10_2,how does retrieval probability work for AI search citation outcomes,10-12,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_10_3,how do you measure retrieval probability for content in AI search,10-12,/retrieval-probability/,3,2026-05-21,1,NA,NA,1,,0,0,0,
retprob_10_4,what factors influence retrieval probability for AI search citation rates,10-12,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
retprob_10_5,how do you optimise retrieval probability for AI search citation rates,10-12,/retrieval-probability/,3,2026-05-21,0,NA,NA,0,,0,0,0,
geostack_2_1,GEO Stack framework,2-4,/geo-stack/,4,2026-05-22,1,NA,NA,1,,0,5,0,
geostack_2_2,GEO Stack layers,2-4,/geo-stack/,4,2026-05-22,1,NA,NA,1,,2,0,0,
geostack_2_3,GEO Stack model,2-4,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_2_4,GEO Stack approach,2-4,/geo-stack/,4,2026-05-22,0,NA,NA,0,,1,0,0,
geostack_2_5,GEO Stack methodology,2-4,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_6_1,what is the GEO Stack framework,6-8,/geo-stack/,4,2026-05-22,1,NA,NA,1,,0,7,0,
geostack_6_2,what are the GEO Stack layers,6-8,/geo-stack/,4,2026-05-22,1,NA,NA,1,,1,0,0,
geostack_6_3,the GEO Stack model for AI search,6-8,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_6_4,GEO Stack approach to AI optimisation,6-8,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_6_5,GEO Stack methodology for citation measurement,6-8,/geo-stack/,4,2026-05-22,0,NA,NA,0,/geo-brand-citation-index/,1,0,0,
geostack_10_1,how does the GEO Stack framework structure AI search optimisation,10-12,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_10_2,how do the five GEO Stack layers work together for citation,10-12,/geo-stack/,4,2026-05-22,1,NA,NA,1,,0,0,0,
geostack_10_3,how does the GEO Stack model differ from traditional SEO frameworks,10-12,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_10_4,what is the GEO Stack approach to optimising for AI citation,10-12,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_10_5,how does the GEO Stack methodology measure AI citation rates systematically,10-12,/geo-stack/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_2_1,extractability AI search,2-4,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_2_2,content extractability GEO,2-4,/extractability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
extract_2_3,passage extractability,2-4,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_2_4,extractability measurement,2-4,/extractability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
extract_2_5,extractability score,2-4,/extractability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
extract_6_1,what is extractability in AI search,6-8,/extractability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
extract_6_2,content extractability in GEO Stack optimisation,6-8,/extractability/,4,2026-05-22,0,NA,NA,0,/geo-stack/,0,0,0,
extract_6_3,passage extractability for AI search citation,6-8,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_6_4,extractability measurement for AI search engines,6-8,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_6_5,extractability score for AI search content,6-8,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_10_1,how does extractability affect citation rate in Perplexity AI search,10-12,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_10_2,how do you measure content extractability for generative engine optimisation,10-12,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_10_3,what makes a passage extractable enough to be cited by AI,10-12,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_10_4,how do you measure extractability of content for AI search engines,10-12,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
extract_10_5,how is an extractability score calculated for AI search content optimisation,10-12,/extractability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_2_1,retrieval probability GEO,2-4,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,1,0,0,
retprob_2_2,retrieval probability AI,2-4,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
retprob_2_3,retrieval probability measure,2-4,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_2_4,retrieval probability factors,2-4,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
retprob_2_5,retrieval probability optimisation,2-4,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
retprob_6_1,retrieval probability in GEO Stack model,6-8,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,/geo-stack/,1,0,0,
retprob_6_2,retrieval probability for AI search citation,6-8,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_6_3,measuring retrieval probability for AI content,6-8,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
retprob_6_4,retrieval probability factors for AI search content,6-8,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_6_5,retrieval probability optimisation for AI search,6-8,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_10_1,what is retrieval probability and how does it affect AI citation,10-12,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,0,0,
retprob_10_2,how does retrieval probability work for AI search citation outcomes,10-12,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_10_3,how do you measure retrieval probability for content in AI search,10-12,/retrieval-probability/,4,2026-05-22,1,NA,NA,1,,0,8,0,
retprob_10_4,what factors influence retrieval probability for AI search citation rates,10-12,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
retprob_10_5,how do you optimise retrieval probability for AI search citation rates,10-12,/retrieval-probability/,4,2026-05-22,0,NA,NA,0,,0,0,0,
geostack_2_1,GEO Stack framework,2-4,/geo-stack/,5,2026-05-23,1,NA,NA,1,,0,5,0,
geostack_2_2,GEO Stack layers,2-4,/geo-stack/,5,2026-05-23,1,NA,NA,1,,2,0,0,
geostack_2_3,GEO Stack model,2-4,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_2_4,GEO Stack approach,2-4,/geo-stack/,5,2026-05-23,0,NA,NA,0,,1,0,0,
geostack_2_5,GEO Stack methodology,2-4,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_6_1,what is the GEO Stack framework,6-8,/geo-stack/,5,2026-05-23,1,NA,NA,1,,0,7,0,
geostack_6_2,what are the GEO Stack layers,6-8,/geo-stack/,5,2026-05-23,1,NA,NA,1,,1,0,0,
geostack_6_3,the GEO Stack model for AI search,6-8,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,8,0,
geostack_6_4,GEO Stack approach to AI optimisation,6-8,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_6_5,GEO Stack methodology for citation measurement,6-8,/geo-stack/,5,2026-05-23,0,NA,NA,0,/geo-brand-citation-index/,1,0,0,
geostack_10_1,how does the GEO Stack framework structure AI search optimisation,10-12,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_10_2,how do the five GEO Stack layers work together for citation,10-12,/geo-stack/,5,2026-05-23,1,NA,NA,1,,1,0,0,
geostack_10_3,how does the GEO Stack model differ from traditional SEO frameworks,10-12,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_10_4,what is the GEO Stack approach to optimising for AI citation,10-12,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
geostack_10_5,how does the GEO Stack methodology measure AI citation rates systematically,10-12,/geo-stack/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_2_1,extractability AI search,2-4,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_2_2,content extractability GEO,2-4,/extractability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
extract_2_3,passage extractability,2-4,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_2_4,extractability measurement,2-4,/extractability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
extract_2_5,extractability score,2-4,/extractability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
extract_6_1,what is extractability in AI search,6-8,/extractability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
extract_6_2,content extractability in GEO Stack optimisation,6-8,/extractability/,5,2026-05-23,0,NA,NA,0,/geo-stack/,0,0,0,
extract_6_3,passage extractability for AI search citation,6-8,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_6_4,extractability measurement for AI search engines,6-8,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_6_5,extractability score for AI search content,6-8,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_10_1,how does extractability affect citation rate in Perplexity AI search,10-12,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_10_2,how do you measure content extractability for generative engine optimisation,10-12,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_10_3,what makes a passage extractable enough to be cited by AI,10-12,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_10_4,how do you measure extractability of content for AI search engines,10-12,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
extract_10_5,how is an extractability score calculated for AI search content optimisation,10-12,/extractability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_2_1,retrieval probability GEO,2-4,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,1,0,0,
retprob_2_2,retrieval probability AI,2-4,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_2_3,retrieval probability measure,2-4,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_2_4,retrieval probability factors,2-4,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_2_5,retrieval probability optimisation,2-4,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_6_1,retrieval probability in GEO Stack model,6-8,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,/geo-stack/,1,0,0,
retprob_6_2,retrieval probability for AI search citation,6-8,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_6_3,measuring retrieval probability for AI content,6-8,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_6_4,retrieval probability factors for AI search content,6-8,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_6_5,retrieval probability optimisation for AI search,6-8,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_10_1,what is retrieval probability and how does it affect AI citation,10-12,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_10_2,how does retrieval probability work for AI search citation outcomes,10-12,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_10_3,how do you measure retrieval probability for content in AI search,10-12,/retrieval-probability/,5,2026-05-23,1,NA,NA,1,,0,0,0,
retprob_10_4,what factors influence retrieval probability for AI search citation rates,10-12,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
retprob_10_5,how do you optimise retrieval probability for AI search citation rates,10-12,/retrieval-probability/,5,2026-05-23,0,NA,NA,0,,0,0,0,
